Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49,Dim_50,Dim_51,Dim_52,Dim_53,Dim_54,Dim_55,Dim_56,Dim_57,Dim_58,Dim_59,Dim_60,Dim_61,Dim_62,Dim_63,Dim_64,Dim_65,Dim_66,Dim_67,Dim_68,Dim_69,Dim_70,Dim_71,Dim_72,Dim_73,Dim_74,Dim_75,Dim_76,Dim_77,Dim_78,Dim_79,Dim_80,Dim_81,Dim_82,Dim_83,Dim_84,Dim_85,Dim_86,Dim_87,Dim_88,Dim_89,Dim_90,Dim_91,Dim_92,Dim_93,Dim_94,Dim_95,Dim_96,Dim_97,Dim_98,Dim_99,Dim_100
0.073242,0.11134,0.62281,-0.35905,-0.70731,0.43756,0.12819,0.13478,0.34282,-0.31661,0.58363,-0.093659,0.5544,-0.038733,0.62641,-0.51071,-0.038933,0.026205,-0.49006,-0.17801,0.14975,-0.2256,0.37801,0.2171,0.75329,0.19316,-0.55328,-0.7362,0.33339,-0.23334,-0.098592,0.8545,-0.07557,-0.0081974,-0.49419,-0.075416,-0.13138,0.12209,0.034606,-0.4088,-0.69892,-0.49642,0.51698,-0.14214,0.041307,0.2919,0.21277,-0.62993,0.35931,-0.71405,-0.1883,-0.0034622,0.39229,1.4246,-0.16196,-2.8915,-0.53611,0.086307,1.6249,0.77567,-0.25686,1.0327,0.15666,0.47451,0.72194,-0.22697,0.53295,0.26461,0.29597,0.33638,-0.14925,-0.44578,0.18481,-0.52155,-0.22525,0.17517,0.053832,-0.46764,-1.0003,-0.1603,0.6986,-0.12426,-0.69526,0.081973,-1.3761,-0.49588,0.059994,-0.23035,-0.571,-0.61682,-0.041618,-0.63177,-0.31651,0.54411,-0.81656,0.0089473,0.033319,0.53417,-0.1646,-0.27516
0.44234,0.48431,0.37284,-0.52861,0.21558,-0.4629,0.60307,0.71816,-0.41382,0.15157,-0.02936,-0.012905,0.24569,-0.02638,0.00028137,-0.41139,0.16784,-0.094465,-0.39723,0.25608,0.39144,-0.14293,0.1543,1.1509,0.51744,-0.4226,-0.07987,-0.77108,0.078489,-0.49301,-0.14824,0.16366,0.23525,-0.32219,-0.50613,0.68354,-0.39673,0.48081,-0.59104,-0.19323,-0.28618,-0.16291,0.48853,0.037437,0.039265,0.02585,0.47258,-1.3542,0.026895,-1.2436,-0.13284,-0.9807,0.39823,1.1715,-0.49008,-2.8411,-0.1709,-0.2184,2.0011,0.59575,-0.36505,0.7859,-0.45694,0.070966,0.18904,0.22404,0.060091,0.050271,0.82711,-0.24997,0.46051,-0.11298,-1.0912,0.14487,-0.83451,0.12452,-0.26793,0.02768,-1.4872,-0.1812,0.8862,-0.053061,-0.49827,0.31571,-1.1596,-0.18781,0.15968,-0.57221,-0.047602,-0.32081,-0.070405,0.36944,-0.42656,-0.080083,-0.87588,0.28568,0.099353,0.38253,0.47456,-0.6505
-0.084215,0.69597,0.28383,-0.22497,-0.55923,0.21196,-0.15175,0.31601,0.24803,-0.36385,0.2252,0.34109,0.61438,0.08318,0.74894,-0.38785,-0.27211,0.2656,-0.66332,0.45571,0.34949,0.38635,0.25707,-0.60101,-0.047292,-0.41198,0.38246,-0.52151,0.037757,-0.42492,-0.36352,-0.037377,0.31263,0.19709,0.008142,0.53871,-0.074505,0.31395,0.35129,-0.39005,-0.5474,-0.11395,0.076668,-0.61069,0.15894,-0.33043,0.75967,-0.52289,-0.38957,-0.71164,0.28724,-0.35683,0.050529,1.3392,-0.16064,-2.9236,0.17524,-0.42109,1.5235,0.85181,-0.47563,1.1225,-0.48463,0.36458,0.97809,-0.2227,0.88791,0.068738,0.22557,0.026459,-0.032799,-0.40426,0.14579,-0.4535,0.47756,0.15933,0.24236,0.0091798,-1.3502,-0.078424,0.57803,-0.50061,-0.19374,0.29587,-1.2316,-0.099825,0.31661,-0.46539,-0.54243,-0.13506,-0.12897,-0.29543,-0.28094,0.092313,-0.78078,-0.097087,-0.57313,-0.54,0.58031,0.46698
-0.21823,0.69199,0.70441,-0.59642,-0.21818,0.55387,-0.32052,0.52602,-0.31667,-0.19129,0.76109,0.047439,0.43199,0.12232,0.25664,-0.52453,0.048994,0.81621,-0.53336,0.53093,0.24589,-0.046352,0.38898,-0.41434,0.28169,-0.35422,0.24713,-0.44007,0.023343,-0.38592,0.31762,0.26774,-0.19487,0.024135,-0.056042,0.33799,0.12103,0.32306,-0.67209,-0.028449,-0.79051,-0.29798,0.25696,-0.1822,-0.066176,0.28468,0.019382,-0.51672,-0.065801,-0.74178,-0.043,0.10303,-0.22385,0.96676,-0.38914,-2.1671,0.25583,0.067169,2.0256,0.86387,-0.14699,1.0254,-0.42629,0.19325,0.83025,0.097585,0.79303,0.4349,0.26404,-0.17101,-0.13859,-0.55096,0.020747,-0.39791,0.43081,0.37966,-0.52257,-0.20961,-1.1568,-0.38041,0.81093,-0.050365,-0.27241,0.87153,-1.8965,0.19574,-0.2269,-0.28267,-0.14656,-0.18737,-0.61509,0.009347,-0.3978,0.037638,-1.1974,-0.26052,-0.72752,-0.3797,0.68278,0.63878
-0.80278,0.825,1.3844,-0.96157,0.22544,-0.43478,0.25295,-0.52365,0.29711,-0.050618,0.16381,-0.45443,0.36259,0.22304,0.37628,-0.53194,-0.029086,0.4642,-0.52863,0.19352,0.86622,0.91781,0.38053,0.78411,0.39842,0.17488,-0.96607,-0.90131,-0.15274,-0.59947,0.70187,-0.18048,-0.39477,-0.23888,0.031858,-0.09333,0.64095,0.79028,-0.74182,-0.28715,0.069476,-0.37105,0.25213,-0.31456,-0.36808,-0.0047086,-0.45588,-0.69985,0.55765,-0.54397,-0.47079,-0.55933,0.27796,1.6203,-1.2591,-2.3143,0.066685,0.091261,1.5506,0.034903,-0.57338,0.82028,0.74557,-1.032,0.24555,0.089944,0.3529,0.25769,-0.168,0.087236,-0.038892,-0.20632,-0.8773,-0.32298,-0.30814,-0.07482,0.50286,-0.52047,-0.81231,-0.30948,1.5353,-0.48891,0.2946,-0.74294,-1.964,-0.081309,-0.074727,0.46389,0.17135,-0.0092708,0.18784,-0.42196,-0.074442,0.037707,-0.73605,0.47394,0.31608,-1.5286,0.84824,-0.15322
-0.18572,0.30092,0.36868,-0.92801,0.12335,0.60301,-0.26166,0.077357,-0.26929,0.12,0.39694,0.5988,0.26234,0.26443,0.50642,-0.1063,-0.014123,0.54449,-0.43429,0.0025775,0.85151,0.65793,0.83554,0.070638,0.30912,0.02096,-0.27513,-0.21501,-0.045399,-0.41673,-0.073663,0.29725,-0.0045201,0.13701,-0.32732,0.54573,-0.35412,-0.025978,-0.40114,0.12341,-0.77087,-0.058442,-0.006908,-0.65201,-0.22883,0.0005548,-0.46156,-0.13735,-0.10912,-0.47232,-0.28364,0.10187,-0.19427,1.3658,-0.59353,-2.9771,-0.012324,0.15727,1.9956,0.89,0.1126,1.0571,-0.33717,0.51669,0.6214,-0.039646,0.88343,0.35997,-0.20945,0.17748,0.043365,-0.51312,-0.21662,-0.9102,0.20956,0.39919,-0.54655,-0.14502,-0.81999,-0.020985,0.94665,0.21199,-0.72997,0.32408,-1.3573,-0.4944,0.43304,0.011635,-0.63794,-0.32431,-0.32448,-0.24412,-0.25455,-0.14941,-0.40866,-0.049368,-0.12796,0.43697,0.44212,0.27969
0.31436,0.15312,0.18259,-0.09589,0.13195,0.44282,-0.14014,0.84879,0.57054,0.20212,0.35752,0.27902,0.24242,0.59286,0.070911,-0.22358,0.29047,0.25837,-0.52388,0.2074,-0.19031,0.078523,0.3739,0.13412,0.60067,0.70332,-0.5381,-1.5178,0.49623,-0.31389,-0.40691,1.1136,0.47278,0.32026,-0.077384,0.29227,-0.28672,0.13304,0.10368,-0.26592,-1.0749,-0.19741,0.11756,-0.55355,-0.26968,-0.069382,-0.0873,-0.61086,0.79169,-0.45729,-0.21037,-0.44649,1.0217,1.4455,-0.15592,-2.9029,-0.14453,-0.22668,0.85715,1.1399,0.18196,1.0707,-0.35308,0.14415,0.63916,-0.35275,0.72692,0.30609,0.26229,0.43192,0.13709,-0.12224,0.11473,0.21213,0.22665,0.851,-0.10737,-0.49545,-0.88584,-0.54387,0.17201,-0.025369,-0.080527,0.33842,-1.9701,-1.4076,-0.074443,-0.21233,-0.65906,-0.60364,0.012477,-0.7423,0.95703,0.41057,-0.53352,0.65747,-0.56492,-0.042725,0.060967,0.74345
-0.24211,0.50818,0.17431,-0.53048,0.3501,0.073978,-0.22706,-0.030032,0.062771,-0.18962,0.14141,-0.52596,0.22941,0.40335,0.088935,-0.23171,0.20858,-0.035073,-0.39422,0.42781,0.23424,-0.41532,0.46025,0.27109,0.069915,-0.43305,0.09186,-0.61606,-0.23359,0.26862,0.22462,0.23171,-0.64934,0.069331,0.24512,0.59737,0.19781,0.12867,-0.32702,-0.060648,-0.87321,-0.40892,0.058644,-0.36917,-0.16837,0.3064,-0.03892,-0.12069,-0.39722,-0.36063,-0.10863,0.0035632,0.025545,0.9086,-0.11305,-1.7753,0.04064,-0.39332,2.0438,1.0871,-0.53628,1.3211,0.40919,0.57779,0.82953,-0.05687,0.59288,0.40324,0.82516,-0.32087,-0.68111,-0.63115,-0.10051,-0.44106,0.25615,0.031669,-0.079954,-0.27123,-1.1283,0.13381,1.128,0.075743,-0.1783,0.34094,-2.2092,-0.054769,-0.32665,0.1464,0.066519,-0.39811,-0.32919,-0.32736,-0.21051,-0.055697,-1.2548,0.020434,-1.043,-0.44059,1.0769,0.32406
0.29019,0.80497,0.31187,-0.32706,-0.47237,1.1363,-0.37966,0.11569,0.41912,0.016284,-0.06543,-0.004047,0.77688,-0.24936,0.18817,-0.64008,-0.02027,-0.18528,-1.0651,0.69115,1.0472,0.36171,0.80863,-0.42767,-0.18299,-0.27847,0.43839,-0.023336,0.37359,-0.3588,0.47261,0.73946,0.015123,0.059862,-0.066841,-0.38842,0.22361,0.8057,0.33789,-0.052222,-1.1057,-0.1113,0.15101,-0.66649,-0.044992,-0.068159,0.098957,-0.55942,-0.78109,-0.50947,-0.37327,-0.75674,0.22583,1.2963,-0.48181,-1.818,0.38529,-0.21849,2.2418,0.20094,-0.35208,1.4893,-0.21701,-0.24615,0.55185,0.97224,0.58526,-0.029754,0.57944,-0.64798,-0.12371,-0.53459,-0.20528,-0.53599,0.30895,0.53935,0.11853,0.42749,-1.0872,-0.23409,0.73882,0.15749,-0.56642,0.16235,-1.9117,-0.019262,-0.50293,-0.17584,-0.53881,-0.39397,0.8133,-0.31654,0.25971,-0.48202,-1.4452,0.27419,-0.72652,-0.33603,0.45998,-0.11278
0.15731,0.3953,0.63586,-1.0975,-0.95768,-0.013841,-0.19853,0.25418,0.36731,-0.17486,0.27685,0.31943,0.30078,0.068531,-0.15917,-0.21944,0.064097,0.84745,-0.61989,0.54173,0.27921,0.50383,0.02146,-0.20571,0.077994,0.32229,-0.49183,-1.1411,0.23333,-0.54358,0.092285,0.8686,0.069127,0.19229,0.28374,0.46014,-0.2832,0.45384,0.35209,-0.49173,-0.14771,-0.071767,-0.24355,-0.63089,-0.67797,-0.13164,0.35974,-0.75292,0.038204,-1.7695,0.18893,-0.18872,-0.20268,0.8309,0.07787,-2.6213,0.081941,0.27262,1.6216,0.86166,-0.21582,1.0098,-0.78122,-0.11663,1.0629,0.1583,1.1009,0.70324,-0.60481,-0.45907,0.079862,-0.61794,-0.093896,-0.50363,-0.12217,-0.0017857,-0.032235,-0.1059,-0.69232,0.076485,0.60384,-0.56075,-0.96372,-0.070192,-2.0788,-0.56423,0.17574,-0.024961,-0.45349,-0.39287,-0.080573,-0.37634,0.035083,-0.39662,-0.76165,0.15113,-0.13033,-0.28513,0.19853,0.67464
0.3339,-0.52136,0.26848,0.17416,0.15808,0.95567,-0.39404,0.75332,-0.12433,0.64539,-0.12848,0.61024,0.14794,0.56136,-0.11478,-0.23334,0.24459,-0.030026,-0.10939,0.41958,-0.1799,-0.46465,0.46621,0.886,0.83695,0.76019,-0.66037,-1.6917,0.75998,-0.044161,0.078069,0.6895,0.65059,0.2584,-0.63663,0.33152,-0.22198,0.12196,-0.11606,0.23557,-0.51854,-0.1345,0.46457,-0.36864,-0.10744,0.14728,-0.36792,-0.13907,0.77072,-0.47685,-0.031725,0.060066,0.90913,1.6532,0.04431,-3.1636,0.3388,-0.43464,1.1445,0.26247,0.45218,1.5068,0.21069,0.48721,0.49486,-0.070552,1.0531,0.51535,0.19231,0.20466,-0.41545,0.63548,0.077074,-0.42075,0.36767,0.93886,-0.59122,-0.70948,-0.87497,-0.39823,0.2408,0.69948,0.39934,0.29582,-1.803,-1.2961,0.072491,0.27994,-0.79536,-0.62887,0.078952,0.013955,1.1702,0.45136,-0.4172,-0.3487,-0.803,-0.31398,0.31908,0.62061
0.48716,0.95136,0.52659,0.09659,-0.034293,-0.96531,0.43908,0.32257,0.025145,0.45707,0.24081,0.36001,-0.88953,-0.12714,0.70388,-0.89373,-0.44567,-0.48162,0.20511,1.0481,1.1133,0.37892,-0.14661,1.0495,0.015263,-1.2702,0.73759,-0.42952,-0.17385,-0.61884,0.80026,0.21586,-0.022794,-0.18106,0.077069,1.0271,1.2787,0.33011,-0.64551,0.26239,-0.28411,-0.98898,-0.053325,-0.0060878,-0.58613,0.091222,-0.080187,-0.61195,-0.87497,-2.0574,-0.20668,-0.78855,0.15424,0.91653,-0.5606,-2.0277,-0.3008,-0.56281,2.7298,0.42778,0.32028,-0.94716,-0.52644,0.087261,-0.58775,1.2147,0.22267,-0.28632,1.2393,0.25182,-0.28052,0.57519,-0.59026,0.50946,-0.67621,-0.042694,-0.68245,0.019549,-1.1441,-0.40967,0.45073,0.25435,-0.94843,0.48257,-1.1498,-1.1396,0.75196,0.17418,0.26517,0.23356,0.37159,0.086542,-0.00081085,-0.22241,-2.1276,0.44577,-0.32632,-0.21151,0.72707,-0.83996
0.10305,1.2472,0.56724,-0.19117,-0.33626,0.43446,0.13137,0.10865,-0.30365,0.27153,0.28143,-0.070029,0.13069,-0.55749,0.65366,-0.73591,-0.28843,0.025475,0.045126,0.81985,1.1737,-0.023528,0.045885,0.081232,0.23694,-0.43013,-0.15377,-0.63078,-0.010964,-0.4923,0.40203,0.21917,0.060061,-0.4783,0.22343,0.61249,-0.1794,0.42189,-0.47547,0.23102,-0.42927,-0.67041,0.13216,-0.10817,-0.23242,-0.13758,0.60007,-1.0089,-0.23983,-0.79421,0.209,-0.6083,-0.05907,1.5629,-0.24259,-2.4183,-0.09008,-0.39131,2.014,0.62688,0.20731,1.137,-0.2814,0.067306,0.40942,-0.080047,0.66897,0.59008,0.80932,-0.32619,-0.10338,-0.44707,-0.20956,0.2248,0.036496,-0.12258,0.021003,-0.099487,-0.88655,-0.097359,0.89843,0.12676,-0.70422,0.29163,-1.4439,0.35709,0.48294,-0.044056,-0.021766,-0.47151,0.50925,0.11205,-0.17628,-0.50906,-0.9412,-0.05368,-0.57045,-0.25835,0.81651,0.089829
-0.29574,0.35345,0.63326,0.19576,-0.030256,0.54244,-0.21091,0.32894,-0.48888,0.18379,0.24242,0.40346,0.11973,0.013143,0.24154,-0.40184,0.22176,-0.27837,-0.4693,-0.054899,0.65148,0.15958,0.59556,0.33167,0.72649,-0.43182,0.17208,-0.011584,-0.26389,-0.22073,-0.28538,0.35863,0.24592,0.22143,-0.76221,0.39352,-0.023915,0.43028,-0.47099,0.25162,-0.59507,-1.0495,0.17973,-0.31621,0.23788,-0.08856,0.34751,-0.5595,0.12997,-0.70101,0.2885,0.18111,-0.23004,2.0682,-0.14925,-2.87,-0.0046722,-0.22819,1.6623,0.65951,0.21892,0.636,0.10332,0.0013176,0.44414,0.20222,0.5249,0.64131,0.27416,0.10695,-0.1203,0.047109,-0.53503,-0.46869,-0.07605,0.0010654,-0.38456,-0.024067,-0.75877,0.52622,1.3285,-0.39051,-0.12174,0.51886,-1.0374,-0.33789,0.074933,0.20036,0.024703,-0.2909,-0.32043,0.020445,-0.99185,0.016802,-0.60819,-0.26601,-0.19549,0.23127,0.94771,-0.09556
-0.17864,0.14917,0.51219,-0.28412,0.62241,0.77864,-0.0061656,0.077297,0.24987,0.090217,-0.10688,0.38486,-0.091904,0.63615,0.24128,-0.22715,0.33536,0.50803,-0.27839,-0.43778,0.57114,0.59485,0.81121,0.19439,0.25663,-0.017158,-0.26403,-0.36531,0.072311,0.13406,-0.15923,0.46475,-0.49586,-0.43665,-0.078724,0.11747,-0.072248,0.17292,-0.24977,0.0006661,-0.66299,-0.79178,-0.49081,-0.20195,0.041452,0.52386,-0.34706,0.55373,0.3661,-0.32576,-0.43202,0.31898,0.21298,1.3474,-0.28075,-3.0516,-0.16904,-0.48603,2.5154,0.70632,0.089212,1.4163,0.07222,0.54876,0.83681,-0.031956,0.34991,-0.089393,-0.25961,0.0021854,0.19414,-0.56113,-0.027709,-0.86059,-0.14497,-0.12171,-0.39096,-0.25363,-0.66044,0.12262,0.78569,0.72031,-0.7325,0.43228,-0.93254,-0.088381,-0.10426,-0.34027,-0.28873,-0.4137,-0.0034137,0.20758,-0.93073,0.31037,-0.14008,-0.44965,0.21297,0.31481,0.52449,0.15522
0.23745,0.1241,0.6252,-0.46639,0.12238,-0.03638,0.63611,0.59247,-0.51344,0.06342,0.13814,0.15193,0.094313,-0.20548,0.023568,0.091028,-0.089488,-0.29624,-0.52466,-0.028628,0.87168,-0.16307,-0.06663,1.022,0.44789,-0.48008,-0.17092,-0.30576,-0.061999,-0.23902,0.25188,-0.018878,0.084057,-0.045508,-0.38034,0.45911,-0.4122,0.39722,-0.33249,0.031747,-0.54668,-0.093553,0.67786,0.006941,0.20718,0.075996,0.49682,-0.92707,0.3506,-1.0986,-0.074723,-0.62458,0.31857,1.2155,-0.47096,-2.9422,-0.76529,-0.11556,1.9006,1.0152,-0.49471,0.61459,-0.25465,-0.0065357,0.17702,0.14239,0.18148,0.69493,-0.028739,-0.083564,0.009709,-0.18764,-0.72949,-0.26976,-0.47262,0.23738,-0.38301,-0.017983,-1.4596,0.34242,0.83223,-0.1178,-0.28637,0.35349,-1.2153,-0.37696,0.36761,0.16653,-0.22993,-0.25607,0.19118,0.055805,-0.40315,0.43574,-0.82909,0.3665,-0.14267,0.30254,0.42477,-0.2106
-0.14452,0.56023,0.2054,-0.26664,-0.25669,0.52548,-0.45982,0.21998,-0.013937,-0.24225,0.18083,0.071322,0.3837,-0.36641,0.51304,-0.37246,-0.19897,-0.055156,0.020737,0.70062,0.81707,-0.099955,0.16988,-0.25001,-0.269,-0.69777,-0.035842,-0.50822,-0.0059415,-0.32951,0.18912,0.084527,-0.43161,-0.028211,-0.19869,0.47913,0.064726,0.29788,-0.27285,0.12602,-0.96007,-0.45345,0.18871,-0.41984,0.046052,-0.24216,0.4794,-0.22272,-0.055945,-0.47897,0.090283,-0.059132,-0.24845,1.0303,-0.43041,-2.409,0.17499,-0.61541,1.8243,0.7712,0.24063,1.6522,-0.039428,0.51181,0.72804,-0.30182,0.81372,0.32864,0.6735,-0.39717,-0.45192,-0.038743,-0.11955,-0.21259,0.20072,0.29862,-0.030866,0.1832,-1.302,0.1952,1.1924,-0.38824,-0.33065,0.0014674,-1.7257,0.10662,0.31828,0.010223,-0.43216,-0.1543,0.22103,-0.14726,-0.49401,-0.41887,-1.0336,-0.34403,-0.77463,-0.36395,0.91609,0.82095
-0.219,-0.15314,0.028578,0.19314,0.017295,0.2656,-1.2929,0.036583,0.3522,0.52552,-0.013523,0.47173,0.31009,0.29828,-0.23724,0.047662,0.26025,-0.44439,-0.2429,-0.079745,0.39269,-0.16625,0.67831,-0.3608,-0.90875,-0.59866,-0.098991,-0.4032,-0.25513,-0.32609,0.58892,0.85139,-0.31868,-0.036752,-0.37764,0.47531,0.15249,0.035057,-0.67195,-0.24823,-1.0172,0.085827,0.5829,0.11308,0.29078,-0.49196,0.080374,-0.44738,-0.22613,-0.58053,-0.023165,-0.52726,0.65555,1.5924,-0.34971,-2.0056,-0.063539,-0.14119,2.587,0.6543,0.15131,-0.69478,-0.54288,0.23742,0.90566,0.46563,-0.33104,0.62263,0.56909,0.12134,0.43332,-0.66784,-0.69915,-0.97821,0.010897,0.093153,-0.53922,0.92222,-1.8925,0.3983,1.1314,0.15663,-0.34177,-0.099782,-1.0973,-0.026727,0.28341,0.6354,-0.17618,-1.0249,0.70725,-0.74798,-1.042,0.17089,-0.97143,0.20341,0.2177,-0.40402,0.45702,-0.11144
-0.024221,-0.034855,0.3571,-0.02155,-0.54804,0.31822,0.012929,0.35174,-0.4169,-0.29411,0.63723,-0.14859,-0.015264,-0.35811,0.12395,-0.67468,0.28165,-0.006541,-0.41743,0.0056387,0.26789,0.18282,0.077023,0.23808,0.505,-0.24993,-0.029143,-0.50666,0.42215,-0.097988,-0.45997,0.37969,-0.12402,-0.19568,-0.12479,0.24071,-0.51656,0.44866,-0.040484,-0.41001,-0.55576,-0.26892,0.19317,0.089754,-0.27962,-0.1567,0.39276,-0.97373,0.44148,-0.97508,0.0028868,-0.29774,0.33367,1.5798,-0.047833,-2.9699,-0.41627,0.034471,1.6993,0.8347,-0.28926,0.85307,-0.23608,0.12667,0.99202,-0.18601,0.28053,0.085047,0.27694,-0.030098,-0.30514,-0.29668,-0.027471,-0.2722,0.13718,-0.12591,-0.43509,-0.70461,-0.89953,-0.15115,0.50439,-0.23954,-0.5216,0.12224,-1.467,0.21616,-0.071825,-0.022067,-0.15128,-0.55081,-0.28592,0.32269,0.19877,0.14663,-0.81213,-0.30295,0.19865,-0.087568,0.25961,0.050783
0.97469,1.2276,0.45377,0.20713,0.54067,0.19638,0.65192,0.96774,-0.61037,0.1568,0.95285,0.20265,-0.68878,-0.51994,0.69407,-1.042,0.24674,0.096724,0.2747,1.1922,0.65161,-0.24445,-0.036481,0.47561,0.15128,-0.056215,-0.19301,-0.77174,-0.37396,-1.1527,0.56227,0.56411,0.11622,-0.20223,-0.20121,1.2015,-0.14958,0.73682,0.45533,0.29635,0.8632,-1.063,-0.58136,-0.67818,-0.39116,0.12867,-0.64317,-0.99771,0.14453,-1.2594,0.27609,-0.38135,0.58074,0.80809,-1.0686,-2.6764,0.25807,-0.7799,2.1359,0.40925,0.40489,0.020735,-0.41791,0.076502,-0.63365,-1.4099,0.49511,0.96748,0.95423,-0.08271,0.11921,0.26844,-0.97633,0.79273,-0.49569,-0.12125,-0.075251,0.61632,-1.9643,0.62209,0.68695,0.40478,0.60071,-0.659,-0.29618,0.64787,0.74807,-0.015422,0.11191,0.039671,0.0087593,0.54317,0.28244,-1.6857,-0.88419,-0.095231,0.70215,0.22091,1.7439,-0.89909
-0.49886,0.76602,0.89751,-0.78547,-0.6855,0.62609,-0.39655,0.34913,0.33334,-0.45233,0.61223,0.075948,0.22531,0.16365,0.28095,-0.24758,0.0099009,0.71108,-0.75859,0.87423,0.0031041,0.35796,-0.35233,-0.665,0.38447,0.62677,-0.51543,-0.96653,0.61517,-0.75455,-0.012359,1.1188,0.35719,0.0071769,0.20255,0.5011,-0.44046,0.10661,0.79391,-0.80948,-0.015601,-0.22888,-0.34198,-1.0065,-0.8763,0.15165,-0.085339,-0.6465,-0.16733,-1.4499,-0.0065905,0.0048113,-0.012445,1.0474,-0.19381,-2.5991,0.40528,0.43803,1.9332,0.45814,-0.048819,1.4308,-0.78639,-0.20792,1.09,0.24816,1.1487,0.51481,-0.21832,-0.4572,0.13888,-0.26369,0.13647,-0.60539,0.099586,0.23344,0.13647,-0.1846,-0.047734,-0.18392,0.52719,-0.2885,-1.0742,-0.0467,-1.8302,-0.21197,0.0298,-0.30964,-0.43386,-0.36463,-0.32738,-0.0093427,0.47205,-0.51691,-0.59176,-0.32343,0.20052,-0.41179,0.40539,0.78504
0.42215,0.6307,-0.1291,-0.13564,0.027991,0.040876,0.40969,0.30895,-0.34683,0.18925,0.33076,0.12862,0.15791,0.28442,0.17781,-0.67706,0.32368,-0.10471,-0.5876,0.2144,0.1563,0.58578,0.18894,0.44344,0.49721,-0.41477,-0.053675,-1.0574,0.17635,-0.15017,0.30718,0.19948,-0.15068,-0.24098,-0.61483,0.57655,-0.17564,0.088882,-0.44189,-0.30435,-0.80766,-0.12871,0.46206,-0.097681,-0.014938,-0.076952,0.75957,-1.0992,0.28323,-0.61529,-0.26492,-1.1732,0.16747,1.5833,0.1703,-2.5473,-0.30474,-0.61114,1.5383,0.77721,-0.3246,1.0506,-0.28259,-0.0034328,0.63225,0.19016,0.55973,-0.13783,0.46362,0.20712,0.35268,0.081224,-0.51583,0.08999,-0.55038,-0.33437,-0.21391,-0.2848,-1.3404,-0.075459,0.9061,0.11474,-0.011783,0.67302,-1.3786,0.077233,-0.10002,-0.69415,-0.50691,-0.4123,0.00076566,0.011298,-0.20379,0.19438,-0.97726,0.11681,-0.59319,0.10446,0.18539,-0.47671
-0.26269,0.6424,0.84803,-0.46166,-0.78775,0.12392,-0.19699,0.33939,0.50745,-0.16794,0.2822,0.50221,0.50103,-0.056929,0.055436,-0.18807,-0.24799,0.5064,-0.38288,0.45644,-0.068668,-0.40771,-0.18506,-0.21759,0.37901,0.37379,-0.25466,-1.0707,0.051377,-0.52884,0.22684,1.0321,-0.09049,-0.14477,0.14422,0.38818,-0.028345,0.11011,-0.13661,-0.71739,-0.6748,-0.37524,0.41628,-0.61854,-0.28223,-0.080765,0.2091,-0.60179,-0.4395,-0.99147,0.37749,-0.15041,0.3967,1.0448,-0.18732,-2.5452,0.22148,-0.084821,2.1498,0.7196,-0.21856,0.58986,-0.37576,0.010633,1.3017,0.34235,0.82135,0.69752,-0.25845,-0.14904,0.025952,-0.78131,-0.041111,-0.46884,0.6883,-0.26664,-0.14099,-0.56311,-0.74742,0.052375,0.84862,-0.49856,-1.1366,-0.049778,-1.5672,-0.26742,0.30891,0.25077,-0.16476,-0.75252,-0.46173,-0.37488,-0.26175,0.045545,-0.51906,0.055513,0.35398,0.2759,0.22535,0.23229
-0.013767,0.33247,0.59895,-0.51561,-0.56201,0.12329,-0.13417,0.26011,0.65116,0.024565,0.3199,0.49118,0.30762,0.53333,0.68015,-0.25419,-0.068138,0.2639,-0.35963,0.47576,0.36392,0.23684,-0.24312,-0.52684,0.15305,0.032089,-0.11053,-0.71643,-0.026425,-0.41872,0.18218,0.084099,-0.1888,0.22899,0.30495,0.45337,0.27868,0.054886,-0.046348,0.14313,-0.48341,0.27654,0.53848,-0.66876,0.13568,-0.45659,0.20602,-0.67056,-0.65926,-1.0911,0.24557,-0.14213,0.086415,0.85842,-0.016081,-2.7815,0.40608,-0.094489,1.7776,0.85032,-0.34224,0.39772,-0.83966,0.13606,1.1896,-0.17331,0.71848,0.042783,-0.24022,0.07143,-0.41633,-0.39236,0.2579,-0.64804,0.64845,0.47344,0.036004,-0.39083,-1.3795,-0.084084,0.81972,-0.70089,-0.22854,0.23514,-1.5969,-0.19316,0.4004,-0.050473,0.081279,-0.32571,0.1183,-0.51485,-0.062061,0.041302,-0.49174,-0.057086,-0.60485,-0.67428,0.51495,0.34287
